"id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa"
25837,"Morera","03/02/2011 16:20","Alto (> 8 mts)",110,"Grande",-68.8394613652,-32.901853216,2,"Barrio Civico",2366816.36021,1
25857,"Morera","03/02/2011 18:00","Medio (4 - 8 mts)",82,"Grande",-68.8404915061,-32.9025753767,2,"Barrio Civico",2366816.36021,1
25861,"Morera","07/02/2011 15:46","Alto (> 8 mts)",108,"Grande",-68.8383036997,-32.9024847104,2,"Barrio Civico",2366816.36021,1
25873,"Acer","07/02/2011 16:09","Alto (> 8 mts)",158,"Grande",-68.8387825085,-32.9019215923,2,"Barrio Civico",2366816.36021,1
25878,"Morera","04/02/2011 14:10","Medio (4 - 8 mts)",108,"Grande",-68.8392262896,-32.9018401595,2,"Barrio Civico",2366816.36021,1
25879,"Morera","04/02/2011 14:08","Alto (> 8 mts)",172,"Grande",-68.8393273497,-32.9018913521,2,"Barrio Civico",2366816.36021,1
25898,"Morera","04/02/2011 13:43","Medio (4 - 8 mts)",72,"Grande",-68.8386798293,-32.9025484047,2,"Barrio Civico",2366816.36021,1
25901,"Morera","04/02/2011 12:31","Bajo (2 - 4 mts)",20,"Chico",-68.839358795,-32.902422321,2,"Barrio Civico",2366816.36021,1
25904,"Morera","07/02/2011 15:20","Alto (> 8 mts)",122,"Grande",-68.8395123749,-32.9026099795,2,"Barrio Civico",2366816.36021,1
25917,"Morera","07/02/2011 14:36","Bajo (2 - 4 mts)",38,"Mediano",-68.8386386045,-32.9030265581,2,"Barrio Civico",2366816.36021,1
25935,"Pltano","16/02/2011 16:18","Alto (> 8 mts)",128,"Grande",-68.8383043062,-32.9030402809,2,"Barrio Civico",2366816.36021,1
25943,"Morera","16/02/2011 17:18","Alto (> 8 mts)",98,"Grande",-68.8375856885,-32.9029196565,2,"Barrio Civico",2366816.36021,1
25955,"Morera","01/02/2011 11:47","Alto (> 8 mts)",160,"Grande",-68.8386164437,-32.9036539431,2,"Barrio Civico",2366816.36021,1
25961,"Fresno europeo","01/02/2011 11:16","Alto (> 8 mts)",134,"Grande",-68.8389448931,-32.9043299438,2,"Barrio Civico",2366816.36021,1
26008,"Acacia SP","09/11/2011 18:04","Alto (> 8 mts)",140,"Grande",-68.8326278514,-32.887573486,3,"Parque O'Higgins",1531146.02653,1
26015,"Acacia SP","09/11/2011 17:20","Alto (> 8 mts)",230,"Grande",-68.8325965766,-32.8867206061,3,"Parque O'Higgins",1531146.02653,1
26019,"Morera","09/11/2011 17:12","Medio (4 - 8 mts)",124,"Grande",-68.8325742785,-32.8864102761,3,"Parque O'Higgins",1531146.02653,1
26038,"Morera","09/11/2011 16:28","Medio (4 - 8 mts)",140,"Grande",-68.8313702786,-32.886539577,3,"Parque O'Higgins",1531146.02653,1
26039,"Morera","09/11/2011 16:27","Medio (4 - 8 mts)",60,"Mediano",-68.8313795267,-32.8866559744,3,"Parque O'Higgins",1531146.02653,1
26040,"Morera","08/11/2011 17:03","Medio (4 - 8 mts)",120,"Grande",-68.8313853523,-32.8866993347,3,"Parque O'Higgins",1531146.02653,1
26041,"Morera","08/11/2011 16:56","Medio (4 - 8 mts)",80,"Grande",-68.8313926351,-32.8868281963,3,"Parque O'Higgins",1531146.02653,1
26044,"Morera","08/11/2011 16:47","Medio (4 - 8 mts)",100,"Grande",-68.831399051,-32.8870874512,3,"Parque O'Higgins",1531146.02653,1
26046,"Morera","08/11/2011 16:33","Medio (4 - 8 mts)",120,"Grande",-68.8314178851,-32.8873383579,3,"Parque O'Higgins",1531146.02653,1
26069,"Morera","04/11/2011 17:57","Medio (4 - 8 mts)",130,"Grande",-68.8340621411,-32.8862629939,3,"Parque O'Higgins",1531146.02653,1
26093,"Morera","04/11/2011 16:32","Medio (4 - 8 mts)",120,"Grande",-68.8327449292,-32.8872226862,3,"Parque O'Higgins",1531146.02653,1
26097,"Acacia SP","04/11/2011 16:12","Medio (4 - 8 mts)",140,"Grande",-68.8327484133,-32.8874729103,3,"Parque O'Higgins",1531146.02653,1
26109,"Morera","11/11/2011 12:54","Medio (4 - 8 mts)",84,"Grande",-68.8312905826,-32.8872579726,3,"Parque O'Higgins",1531146.02653,1
26116,"Morera","11/11/2011 12:32","Medio (4 - 8 mts)",120,"Grande",-68.8312510238,-32.8865903969,3,"Parque O'Higgins",1531146.02653,1
26121,"Morera","11/11/2011 12:20","Bajo (2 - 4 mts)",70,"Grande",-68.8311040307,-32.886221677,3,"Parque O'Higgins",1531146.02653,1
26158,"Morera","14/11/2011 18:15","Medio (4 - 8 mts)",140,"Grande",-68.8294546669,-32.8873160762,3,"Parque O'Higgins",1531146.02653,1
26163,"Morera","14/11/2011 17:43","Alto (> 8 mts)",140,"Grande",-68.8292620809,-32.8868181698,3,"Parque O'Higgins",1531146.02653,1
26174,"Acacia SP","20/10/2011 10:30","Medio (4 - 8 mts)",90,"Grande",-68.8326502529,-32.8879564464,3,"Parque O'Higgins",1531146.02653,1
26190,"Perenne","20/10/2011 10:47","Medio (4 - 8 mts)",270,"Grande",-68.8314595352,-32.8880525908,3,"Parque O'Higgins",1531146.02653,1
26236,"Morera","19/10/2011 09:47","Medio (4 - 8 mts)",133,"Grande",-68.8304424483,-32.8887823976,3,"Parque O'Higgins",1531146.02653,1
26266,"Paraiso","25/10/2011 10:41","Medio (4 - 8 mts)",160,"Grande",-68.8302890098,-32.8889977406,3,"Parque O'Higgins",1531146.02653,1
26293,"Morera","21/10/2011 10:07","Alto (> 8 mts)",130,"Grande",-68.8309919143,-32.8901121443,3,"Parque O'Higgins",1531146.02653,1
26294,"Morera","21/10/2011 10:05","Alto (> 8 mts)",138,"Grande",-68.8306649467,-32.8901348754,3,"Parque O'Higgins",1531146.02653,1
26295,"Morera","21/10/2011 09:21","Medio (4 - 8 mts)",65,"Grande",-68.8326916497,-32.8888546199,3,"Parque O'Higgins",1531146.02653,1
26296,"Fresno europeo","21/10/2011 09:19","Medio (4 - 8 mts)",115,"Grande",-68.8325699199,-32.888815439,3,"Parque O'Higgins",1531146.02653,1
26305,"Pltano","21/10/2011 08:55","Alto (> 8 mts)",133,"Grande",-68.8315275847,-32.8889704241,3,"Parque O'Higgins",1531146.02653,1
26308,"Pltano","21/10/2011 08:51","Medio (4 - 8 mts)",220,"Grande",-68.8315325479,-32.8891866717,3,"Parque O'Higgins",1531146.02653,1
26311,"Pltano","21/10/2011 08:47","Alto (> 8 mts)",135,"Grande",-68.8315440479,-32.8894196031,3,"Parque O'Higgins",1531146.02653,1
26338,"Acacia SP","20/10/2011 11:24","Alto (> 8 mts)",145,"Grande",-68.8327169121,-32.8894500072,3,"Parque O'Higgins",1531146.02653,1
26340,"Acacia SP","20/10/2011 11:19","Alto (> 8 mts)",180,"Grande",-68.832701333,-32.8891527889,3,"Parque O'Higgins",1531146.02653,1
26364,"Fresno europeo","20/10/2011 11:46","Medio (4 - 8 mts)",90,"Grande",-68.8340631027,-32.8886592761,3,"Parque O'Higgins",1531146.02653,1
26369,"Fresno europeo","20/10/2011 11:40","Alto (> 8 mts)",110,"Grande",-68.8333778701,-32.8886861894,3,"Parque O'Higgins",1531146.02653,1
26374,"Acacia SP","20/10/2011 11:28","Medio (4 - 8 mts)",76,"Grande",-68.832789116,-32.8884480541,3,"Parque O'Higgins",1531146.02653,1
26375,"Morera","20/10/2011 11:22","Medio (4 - 8 mts)",160,"Grande",-68.8327789609,-32.8882786126,3,"Parque O'Higgins",1531146.02653,1
26390,"Fresno americano","25/10/2011 10:07","Medio (4 - 8 mts)",78,"Grande",-68.8328643178,-32.8898894236,3,"Parque O'Higgins",1531146.02653,1
26400,"Pltano","28/10/2011 09:52","Alto (> 8 mts)",200,"Grande",-68.8342410029,-32.8898644766,3,"Parque O'Higgins",1531146.02653,1
26405,"Morera","28/10/2011 09:41","Alto (> 8 mts)",180,"Grande",-68.8342542926,-32.8894470968,3,"Parque O'Higgins",1531146.02653,1
26406,"Morera","28/10/2011 09:39","Medio (4 - 8 mts)",35,"Mediano",-68.8342517756,-32.8893461644,3,"Parque O'Higgins",1531146.02653,1
26429,"Pltano","09/11/2011 09:32","Alto (> 8 mts)",245,"Grande",-68.8344452378,-32.8919842562,3,"Parque O'Higgins",1531146.02653,1
26439,"Acacia SP","09/11/2011 09:51","Alto (> 8 mts)",185,"Grande",-68.834272888,-32.8912165986,3,"Parque O'Higgins",1531146.02653,1
26443,"Acacia SP","09/11/2011 10:03","Medio (4 - 8 mts)",168,"Grande",-68.8338327311,-32.8912426144,3,"Parque O'Higgins",1531146.02653,1
26548,"Morera","21/10/2011 15:29","Medio (4 - 8 mts)",110,"Grande",-68.8311776165,-32.8913182267,3,"Parque O'Higgins",1531146.02653,1
26558,"Pltano","04/11/2011 08:50","Alto (> 8 mts)",160,"Grande",-68.8317327582,-32.8901581386,3,"Parque O'Higgins",1531146.02653,1
26575,"Acacia SP","04/11/2011 08:28","Medio (4 - 8 mts)",170,"Grande",-68.8327669479,-32.8905773687,3,"Parque O'Higgins",1531146.02653,1
26594,"Pltano","03/11/2011 11:43","Alto (> 8 mts)",180,"Grande",-68.8316560298,-32.8911256392,3,"Parque O'Higgins",1531146.02653,1
26608,"Acacia SP","03/11/2011 11:18","Alto (> 8 mts)",190,"Grande",-68.8328980755,-32.8904997992,3,"Parque O'Higgins",1531146.02653,1
26611,"Acacia SP","03/11/2011 11:14","Alto (> 8 mts)",200,"Grande",-68.8328810985,-32.8901987523,3,"Parque O'Higgins",1531146.02653,1
26637,"Morera","02/11/2011 09:58","Medio (4 - 8 mts)",280,"Grande",-68.8343802661,-32.8910606581,3,"Parque O'Higgins",1531146.02653,1
26640,"Acacia SP","02/11/2011 09:55","Medio (4 - 8 mts)",108,"Grande",-68.8340876315,-32.891125192,3,"Parque O'Higgins",1531146.02653,1
26668,"Morera","14/11/2011 12:44","Alto (> 8 mts)",115,"Grande",-68.8317606178,-32.8934095829,3,"Parque O'Higgins",1531146.02653,1
26679,"Morera","10/11/2011 09:49","Alto (> 8 mts)",70,"Grande",-68.8324785386,-32.894189337,3,"Parque O'Higgins",1531146.02653,1
26689,"Morera","10/11/2011 09:24","Medio (4 - 8 mts)",125,"Grande",-68.8319996334,-32.8937497263,3,"Parque O'Higgins",1531146.02653,1
26702,"Morera","09/11/2011 10:26","Alto (> 8 mts)",145,"Grande",-68.8325787349,-32.8929072642,3,"Parque O'Higgins",1531146.02653,1
26704,"Caducifolio","09/11/2011 10:21","Medio (4 - 8 mts)",65,"Grande",-68.8327626016,-32.8929032786,3,"Parque O'Higgins",1531146.02653,1
26711,"Morera","09/11/2011 10:10","Alto (> 8 mts)",65,"Grande",-68.832890192,-32.8934376424,3,"Parque O'Higgins",1531146.02653,1
26714,"Morera","09/11/2011 10:04","Alto (> 8 mts)",195,"Grande",-68.8328947868,-32.8936339313,3,"Parque O'Higgins",1531146.02653,1
26716,"Morera","10/11/2011 10:05","Alto (> 8 mts)",128,"Grande",-68.8329079844,-32.8940698064,3,"Parque O'Higgins",1531146.02653,1
26719,"Paraiso","02/11/2011 08:24","Medio (4 - 8 mts)",90,"Grande",-68.8324585446,-32.8943070711,3,"Parque O'Higgins",1531146.02653,1
26727,"Morera","02/11/2011 08:54","Medio (4 - 8 mts)",115,"Grande",-68.8329479114,-32.8949481065,3,"Parque O'Higgins",1531146.02653,1
26741,"Morera","11/01/2012 13:04","Alto (> 8 mts)",135,"Grande",-68.8336306729,-32.8951695062,3,"Parque O'Higgins",1531146.02653,1
26747,"Morera","11/01/2012 12:41","Alto (> 8 mts)",110,"Grande",-68.8344428102,-32.8950132129,3,"Parque O'Higgins",1531146.02653,1
26749,"Morera","11/01/2012 12:36","Alto (> 8 mts)",120,"Grande",-68.834585722,-32.894986272,3,"Parque O'Higgins",1531146.02653,1
26752,"Pltano","11/01/2012 10:03","Alto (> 8 mts)",180,"Grande",-68.8346732627,-32.8952869086,3,"Parque O'Higgins",1531146.02653,1
26766,"Morera","11/01/2012 08:54","Alto (> 8 mts)",145,"Grande",-68.8332976337,-32.8955677641,3,"Parque O'Higgins",1531146.02653,1
26767,"Morera","11/01/2012 08:48","Alto (> 8 mts)",160,"Grande",-68.8332668443,-32.8955150643,3,"Parque O'Higgins",1531146.02653,1
26770,"Morera","11/01/2012 08:37","Alto (> 8 mts)",150,"Grande",-68.8331413361,-32.8953329917,3,"Parque O'Higgins",1531146.02653,1
26772,"Morera","01/11/2011 10:28","Medio (4 - 8 mts)",120,"Grande",-68.8330632994,-32.895083965,3,"Parque O'Higgins",1531146.02653,1
26778,"Morera","01/11/2011 10:13","Medio (4 - 8 mts)",120,"Grande",-68.8330567103,-32.8945517576,3,"Parque O'Higgins",1531146.02653,1
26787,"Morera","01/11/2011 09:58","Medio (4 - 8 mts)",126,"Grande",-68.8338016206,-32.8940527831,3,"Parque O'Higgins",1531146.02653,1
26800,"Morera","01/11/2011 09:19","Medio (4 - 8 mts)",85,"Grande",-68.8346365144,-32.8948192451,3,"Parque O'Higgins",1531146.02653,1
26802,"Morera","01/11/2011 09:00","Medio (4 - 8 mts)",100,"Grande",-68.8344961334,-32.8949032772,3,"Parque O'Higgins",1531146.02653,1
26814,"Morera","01/11/2011 08:39","Medio (4 - 8 mts)",120,"Grande",-68.8333273256,-32.8951221882,3,"Parque O'Higgins",1531146.02653,1
26825,"Morera","09/11/2011 12:03","Alto (> 8 mts)",230,"Grande",-68.8334305165,-32.8940186274,3,"Parque O'Higgins",1531146.02653,1
26827,"Morera","09/11/2011 12:00","Alto (> 8 mts)",115,"Grande",-68.8332513505,-32.89404979,3,"Parque O'Higgins",1531146.02653,1
26831,"Morera","09/11/2011 11:47","Alto (> 8 mts)",195,"Grande",-68.8330568695,-32.8937807961,3,"Parque O'Higgins",1531146.02653,1
26839,"Morera","09/11/2011 11:34","Alto (> 8 mts)",138,"Grande",-68.8330240528,-32.8931587127,3,"Parque O'Higgins",1531146.02653,1
26846,"Morera","07/11/2011 09:32","Alto (> 8 mts)",180,"Grande",-68.8335009812,-32.8928632523,3,"Parque O'Higgins",1531146.02653,1
26847,"Morera","07/11/2011 09:30","Alto (> 8 mts)",175,"Grande",-68.8336838427,-32.8928543552,3,"Parque O'Higgins",1531146.02653,1
26857,"Pltano","07/11/2011 09:10","Alto (> 8 mts)",200,"Grande",-68.8345258992,-32.8930946791,3,"Parque O'Higgins",1531146.02653,1
26858,"Pltano","07/11/2011 09:08","Alto (> 8 mts)",165,"Grande",-68.8345343767,-32.8931550008,3,"Parque O'Higgins",1531146.02653,1
26864,"Pltano","07/11/2011 08:53","Alto (> 8 mts)",130,"Grande",-68.8345661717,-32.8937931181,3,"Parque O'Higgins",1531146.02653,1
26883,"Pltano","28/10/2011 17:41","Alto (> 8 mts)",170,"Grande",-68.8383609538,-32.887027641,3,"Parque O'Higgins",1531146.02653,1
26927,"Pltano","01/11/2011 18:00","Alto (> 8 mts)",180,"Grande",-68.8355344968,-32.8866692304,3,"Parque O'Higgins",1531146.02653,1
26931,"Pltano","01/11/2011 17:47","Medio (4 - 8 mts)",170,"Grande",-68.8355460592,-32.8870451537,3,"Parque O'Higgins",1531146.02653,1
26934,"Pltano","01/11/2011 17:37","Medio (4 - 8 mts)",260,"Grande",-68.835552054,-32.8873468749,3,"Parque O'Higgins",1531146.02653,1
26941,"Fresno europeo","01/11/2011 17:17","Alto (> 8 mts)",122,"Grande",-68.83604322,-32.8874666333,3,"Parque O'Higgins",1531146.02653,1
26952,"Fresno europeo","01/11/2011 16:43","Alto (> 8 mts)",130,"Grande",-68.8367850917,-32.8872655859,3,"Parque O'Higgins",1531146.02653,1
26954,"Morera","01/11/2011 16:37","Medio (4 - 8 mts)",190,"Grande",-68.8367746027,-32.8871354969,3,"Parque O'Higgins",1531146.02653,1
26982,"Morera","03/11/2011 16:21","Medio (4 - 8 mts)",160,"Grande",-68.8342359383,-32.8872982287,3,"Parque O'Higgins",1531146.02653,1
27020,"Acacia SP","09/11/2011 10:43","Medio (4 - 8 mts)",150,"Grande",-68.8384136334,-32.8909145823,3,"Parque O'Higgins",1531146.02653,1
27023,"Pltano","28/10/2011 10:22","Alto (> 8 mts)",155,"Grande",-68.8383705922,-32.8911834561,3,"Parque O'Higgins",1531146.02653,1
27029,"Morera","28/10/2011 10:57","Medio (4 - 8 mts)",140,"Grande",-68.83846497,-32.8919265346,3,"Parque O'Higgins",1531146.02653,1
27031,"Morera","28/10/2011 10:54","Alto (> 8 mts)",145,"Grande",-68.8385913899,-32.8919056389,3,"Parque O'Higgins",1531146.02653,1
27050,"Fresno americano","21/10/2011 10:19","Bajo (2 - 4 mts)",90,"Grande",-68.8384989514,-32.8884842318,3,"Parque O'Higgins",1531146.02653,1
27051,"Fresno americano","21/10/2011 10:18","Alto (> 8 mts)",145,"Grande",-68.8384052231,-32.8884855534,3,"Parque O'Higgins",1531146.02653,1
27058,"Morera","21/10/2011 10:01","Alto (> 8 mts)",135,"Grande",-68.8370085655,-32.8884897084,3,"Parque O'Higgins",1531146.02653,1
27082,"Pltano","27/10/2011 09:54","Medio (4 - 8 mts)",35,"Mediano",-68.8384965955,-32.8895507423,3,"Parque O'Higgins",1531146.02653,1
27098,"Morera","27/10/2011 09:26","Alto (> 8 mts)",185,"Grande",-68.8370693255,-32.889367027,3,"Parque O'Higgins",1531146.02653,1
27123,"Pltano","27/10/2011 08:39","Alto (> 8 mts)",100,"Grande",-68.8388887038,-32.8892116026,3,"Parque O'Higgins",1531146.02653,1
27153,"Pltano","27/10/2011 10:06","Alto (> 8 mts)",220,"Grande",-68.8371689847,-32.8897462279,3,"Parque O'Higgins",1531146.02653,1
27187,"Acacia SP","26/10/2011 12:38","Medio (4 - 8 mts)",100,"Grande",-68.8357773648,-32.8910015535,3,"Parque O'Higgins",1531146.02653,1
27189,"Pltano","26/10/2011 12:36","Alto (> 8 mts)",176,"Grande",-68.8357123129,-32.8909041683,3,"Parque O'Higgins",1531146.02653,1
27230,"Fresno europeo","26/10/2011 10:07","Alto (> 8 mts)",80,"Grande",-68.8369616993,-32.8896048774,3,"Parque O'Higgins",1531146.02653,1
27246,"Pltano","26/10/2011 09:36","Alto (> 8 mts)",128,"Grande",-68.8356505016,-32.8897236776,3,"Parque O'Higgins",1531146.02653,1
27254,"Pltano","26/10/2011 09:23","Alto (> 8 mts)",200,"Grande",-68.8356269303,-32.8890531371,3,"Parque O'Higgins",1531146.02653,1
27255,"Pltano","26/10/2011 09:22","Alto (> 8 mts)",230,"Grande",-68.835625087,-32.8889951622,3,"Parque O'Higgins",1531146.02653,1
27258,"Fresno europeo","26/10/2011 09:16","Medio (4 - 8 mts)",80,"Grande",-68.8356692687,-32.8886993365,3,"Parque O'Higgins",1531146.02653,1
27295,"Fresno americano","31/10/2011 10:09","Alto (> 8 mts)",120,"Grande",-68.8352636449,-32.8887157141,3,"Parque O'Higgins",1531146.02653,1
27303,"Morera","25/10/2011 09:44","Medio (4 - 8 mts)",180,"Grande",-68.8344462489,-32.8905786112,3,"Parque O'Higgins",1531146.02653,1
27304,"Morera","25/10/2011 09:43","Medio (4 - 8 mts)",185,"Grande",-68.8344447704,-32.8905116136,3,"Parque O'Higgins",1531146.02653,1
27309,"Morera","25/10/2011 09:37","Medio (4 - 8 mts)",140,"Grande",-68.8344231217,-32.8901418013,3,"Parque O'Higgins",1531146.02653,1
27310,"Morera","25/10/2011 09:36","Medio (4 - 8 mts)",120,"Grande",-68.8344017899,-32.8900533361,3,"Parque O'Higgins",1531146.02653,1
27334,"Morera","25/10/2011 09:05","Medio (4 - 8 mts)",100,"Grande",-68.835588935,-32.890755137,3,"Parque O'Higgins",1531146.02653,1
27337,"Acacia SP","25/10/2011 09:00","Medio (4 - 8 mts)",90,"Grande",-68.835563125,-32.8910155115,3,"Parque O'Higgins",1531146.02653,1
27356,"Fresno europeo","20/10/2011 12:12","Medio (4 - 8 mts)",55,"Mediano",-68.8368790282,-32.8883677904,3,"Parque O'Higgins",1531146.02653,1
27374,"Pltano","20/10/2011 12:54","Bajo (2 - 4 mts)",220,"Grande",-68.8355811399,-32.8878004641,3,"Parque O'Higgins",1531146.02653,1
27379,"Pltano","20/10/2011 13:07","Alto (> 8 mts)",188,"Grande",-68.835608224,-32.8884700661,3,"Parque O'Higgins",1531146.02653,1
27394,"Pltano","21/10/2011 10:25","Alto (> 8 mts)",116,"Grande",-68.8354518433,-32.8876979556,3,"Parque O'Higgins",1531146.02653,1
27396,"Fresno europeo","19/10/2011 12:51","Alto (> 8 mts)",148,"Grande",-68.8349891338,-32.8876054888,3,"Parque O'Higgins",1531146.02653,1
27404,"Morera","19/10/2011 12:25","Medio (4 - 8 mts)",100,"Grande",-68.8343003349,-32.8884258506,3,"Parque O'Higgins",1531146.02653,1
27410,"Fresno americano","19/10/2011 12:12","Medio (4 - 8 mts)",140,"Grande",-68.8347824288,-32.8886243691,3,"Parque O'Higgins",1531146.02653,1
27417,"Morera","25/10/2011 09:48","Alto (> 8 mts)",160,"Grande",-68.8356410542,-32.8928082038,3,"Parque O'Higgins",1531146.02653,1
27424,"Morera","25/10/2011 09:38","Alto (> 8 mts)",142,"Grande",-68.8349463895,-32.8927260185,3,"Parque O'Higgins",1531146.02653,1
27427,"Morera","25/10/2011 09:34","Alto (> 8 mts)",145,"Grande",-68.8347152065,-32.892673866,3,"Parque O'Higgins",1531146.02653,1
27428,"Pltano","25/10/2011 09:29","Alto (> 8 mts)",210,"Grande",-68.8346005548,-32.8925446824,3,"Parque O'Higgins",1531146.02653,1
27433,"Olmo bola","25/10/2011 09:19","Medio (4 - 8 mts)",105,"Grande",-68.8345683188,-32.8920628662,3,"Parque O'Higgins",1531146.02653,1
27435,"Morera","25/10/2011 09:14","Alto (> 8 mts)",160,"Grande",-68.8345462238,-32.8917027016,3,"Parque O'Higgins",1531146.02653,1
27444,"Morera","25/10/2011 08:55","Alto (> 8 mts)",125,"Grande",-68.8354131434,-32.8911386033,3,"Parque O'Higgins",1531146.02653,1
27448,"Acer","25/10/2011 11:11","Medio (4 - 8 mts)",100,"Grande",-68.8356117037,-32.8912960707,3,"Parque O'Higgins",1531146.02653,1
27462,"Morera","27/10/2011 09:45","Alto (> 8 mts)",128,"Grande",-68.837193579,-32.8914334146,3,"Parque O'Higgins",1531146.02653,1
27463,"Morera","27/10/2011 09:43","Alto (> 8 mts)",170,"Grande",-68.8371782696,-32.8912725329,3,"Parque O'Higgins",1531146.02653,1
27469,"Morera","28/10/2011 10:02","Medio (4 - 8 mts)",130,"Grande",-68.837914565,-32.890958168,3,"Parque O'Higgins",1531146.02653,1
27478,"Paraiso","28/10/2011 08:32","Alto (> 8 mts)",155,"Grande",-68.8381605121,-32.8924699915,3,"Parque O'Higgins",1531146.02653,1
27480,"Paraiso","28/10/2011 08:25","Alto (> 8 mts)",300,"Grande",-68.8381447712,-32.8927163933,3,"Parque O'Higgins",1531146.02653,1
27481,"Morera","28/10/2011 08:23","Alto (> 8 mts)",148,"Grande",-68.8381410535,-32.8928095377,3,"Parque O'Higgins",1531146.02653,1
27493,"Morera","27/10/2011 10:03","Alto (> 8 mts)",170,"Grande",-68.8372437793,-32.892443915,3,"Parque O'Higgins",1531146.02653,1
27494,"Morera","27/10/2011 10:02","Alto (> 8 mts)",145,"Grande",-68.8372404424,-32.8923984654,3,"Parque O'Higgins",1531146.02653,1
27498,"Morera","27/10/2011 09:55","Alto (> 8 mts)",170,"Grande",-68.8372187867,-32.8919089993,3,"Parque O'Higgins",1531146.02653,1
27499,"Morera","27/10/2011 09:53","Medio (4 - 8 mts)",115,"Grande",-68.8372113904,-32.891804123,3,"Parque O'Higgins",1531146.02653,1
27502,"Morera","27/10/2011 09:48","Medio (4 - 8 mts)",140,"Grande",-68.8371943265,-32.8915506354,3,"Parque O'Higgins",1531146.02653,1
27504,"Morera","26/10/2011 10:22","Medio (4 - 8 mts)",65,"Grande",-68.8360802667,-32.8928392042,3,"Parque O'Higgins",1531146.02653,1
27506,"Morera","26/10/2011 10:18","Medio (4 - 8 mts)",168,"Grande",-68.8363464459,-32.8928574091,3,"Parque O'Higgins",1531146.02653,1
27521,"Morera","26/10/2011 09:46","Medio (4 - 8 mts)",90,"Grande",-68.8370721061,-32.8918032464,3,"Parque O'Higgins",1531146.02653,1
27533,"Morera","27/10/2011 08:34","Medio (4 - 8 mts)",145,"Grande",-68.8364582288,-32.8910552776,3,"Parque O'Higgins",1531146.02653,1
27564,"Morera","28/10/2011 11:37","Medio (4 - 8 mts)",55,"Mediano",-68.8395054165,-32.8928369998,2,"Barrio Civico",2366816.36021,1
27580,"Morera","28/10/2011 12:00","Medio (4 - 8 mts)",100,"Grande",-68.8387290181,-32.8919794846,3,"Parque O'Higgins",1531146.02653,1
27582,"Morera","28/10/2011 11:58","Medio (4 - 8 mts)",100,"Grande",-68.8388285464,-32.8919642841,3,"Parque O'Higgins",1531146.02653,1
27589,"Morera","07/11/2011 09:44","Medio (4 - 8 mts)",142,"Grande",-68.8376244434,-32.8945679821,2,"Barrio Civico",2366816.36021,1
27592,"Morera","07/11/2011 09:38","Alto (> 8 mts)",168,"Grande",-68.8375973399,-32.8943930099,2,"Barrio Civico",2366816.36021,1
27597,"Morera","07/11/2011 09:27","Alto (> 8 mts)",145,"Grande",-68.8382758995,-32.8943146397,2,"Barrio Civico",2366816.36021,1
27605,"Paraiso","07/11/2011 08:58","Alto (> 8 mts)",178,"Grande",-68.8398547465,-32.8942895308,2,"Barrio Civico",2366816.36021,1
27606,"Paraiso","07/11/2011 08:57","Alto (> 8 mts)",148,"Grande",-68.8399830076,-32.8942853668,2,"Barrio Civico",2366816.36021,1
27618,"Morera","07/11/2011 10:34","Medio (4 - 8 mts)",145,"Grande",-68.8395816876,-32.895052462,2,"Barrio Civico",2366816.36021,1
27619,"Morera","07/11/2011 10:32","Medio (4 - 8 mts)",142,"Grande",-68.8394961629,-32.8950644349,2,"Barrio Civico",2366816.36021,1
27620,"Morera","07/11/2011 10:31","Alto (> 8 mts)",142,"Grande",-68.8394071076,-32.895078387,2,"Barrio Civico",2366816.36021,1
27622,"Morera","07/11/2011 10:24","Alto (> 8 mts)",180,"Grande",-68.8390131397,-32.8951442448,2,"Barrio Civico",2366816.36021,1
27624,"Morera","07/11/2011 10:22","Alto (> 8 mts)",155,"Grande",-68.8388218623,-32.8951834023,2,"Barrio Civico",2366816.36021,1
27625,"Morera","07/11/2011 10:18","Alto (> 8 mts)",162,"Grande",-68.8387503389,-32.8951951222,2,"Barrio Civico",2366816.36021,1
27626,"Morera","07/11/2011 10:16","Medio (4 - 8 mts)",145,"Grande",-68.8386357052,-32.8952196374,2,"Barrio Civico",2366816.36021,1
27630,"Morera","07/11/2011 10:10","Medio (4 - 8 mts)",150,"Grande",-68.8382519817,-32.89530187,2,"Barrio Civico",2366816.36021,1
27631,"Morera","07/11/2011 10:09","Alto (> 8 mts)",190,"Grande",-68.8381167416,-32.8953227044,2,"Barrio Civico",2366816.36021,1
27633,"Morera","07/11/2011 10:06","Alto (> 8 mts)",160,"Grande",-68.8379121057,-32.895360671,2,"Barrio Civico",2366816.36021,1
27634,"Morera","07/11/2011 10:01","Medio (4 - 8 mts)",145,"Grande",-68.8378010283,-32.8952855577,2,"Barrio Civico",2366816.36021,1
27635,"Morera","01/11/2011 10:53","Alto (> 8 mts)",128,"Grande",-68.8372334183,-32.8940187048,2,"Barrio Civico",2366816.36021,1
27636,"Morera","01/11/2011 10:52","Alto (> 8 mts)",100,"Grande",-68.8371473512,-32.8940354543,2,"Barrio Civico",2366816.36021,1
27639,"Morera","01/11/2011 10:44","Alto (> 8 mts)",118,"Grande",-68.8368666096,-32.8940795417,2,"Barrio Civico",2366816.36021,1
